A.L.D. Advanced Logistics Developments,0
Abv Consulting Inc,0
Acando AB,0
Advance Information Marketing Berhad,0
Advanced Environmental Petrolm Prdcr Inc,0
AF AB,0
AG dd,0
"AJIS CO., LTD.",0
Alliance Data Systems Corporation,0
Altran Technologies SA,0
Amaru Inc.,0
American Business Services Inc,0
AMERICATOWNE Inc,0
AMREP Corporation,0
Antevenio SA,0
Apollo Global Capital Inc,0
ARCADIS NV,0
ARCADIS NV (ADR),0
Artra Corp,0
Asatsu-DK Inc,0
Assystem SA,0
"AUN CONSULTING, Inc.",0
Ausenco Limited,0
"Auxilio, Inc.",0
AVIC International Maritime Holdings Ltd,0
Axcelasia Inc,0
Balance Labs Inc,0
Bamboo Capital JSC,0
Beijing Biotechina Environment Corp Ltd,0
Beijing Guchngrt Sci and Tech Co Ltd,0
Beijing SPC Environment Prtcn Tech CoLtd,0
Beijing TooMee Media Co Ltd,0
Beijing Wisdom Longwin Brand Mgmt Co Ltd,0
Bengo4.com Inc,0
"BlueFocus Communication Group Co., Ltd.",0
Booz Allen Hamilton Holding Corporation,0
Branding China Group Ltd,0
Brooker Group PCL,0
Bureau Veritas SA,0
Calibre Group Ltd,0
Cartesian Inc,0
"CBIZ, Inc.",0
CCID Consulting Company Limited,0
Cdialogues PLC,0
CE Liaoning Engineering and Tech Co Ltd,0
CH2M HILL Companies Ltd,0
Cheil Worldwide Inc,0
China Bull Management Inc,0
China Design Group Co Ltd,0
Chinanet Online Holdings Inc,0
Chongqing Lebang Technology Co Ltd,0
Coffey International Limited,0
"CTI Engineering Co., Ltd.",0
Dalian East New Energy Developmnt Co Ltd,0
Dentsu Inc,0
DGA SA,0
Digital Identity Inc,0
DMG Entertainment and Media Co Ltd,0
Dovre Group Oyj,0
Eckoh PLC,0
Ecosave Holdings Ltd,0
Edu Fin Inv JSC,1
EFESO Consulting,0
Eficom-Sinersio SA,0
ELQ SA,0
Eltes Co Ltd,0
Engility Holdings Inc,0
EPCO Co Ltd,0
Etteplan Oyj,0
"ExlService Holdings, Inc.",0
"Exponent, Inc.",0
Fasteps Co Ltd,0
Fidelity National Information Servcs Inc,0
Focus Universal Inc,0
"FTI Consulting, Inc.",0
Full Speed Inc.,0
FullSix SpA,1
Funai Soken Holdings Inc,0
Galaxia SM Inc,0
GAP Vassilopoulos Public Ltd,0
Genpact Limited,0
Gexeed Co Ltd,0
Global Equity International Inc,0
Goldbach Group AG,0
GP Strategies Corp,0
Great Water Holdings Ltd,0
Green Resources PCL,0
Gromo Trade & Consultancy Ltd,0
High Co SA,0
Hill International Inc,0
HOLOSFIND SA,0
House of Friends AB (publ),0
hubbr AB,0
Hunan Bothink Archtctrl Dsg Pltfm Co Ltd,0
Huron Consulting Group,0
HyAS&Co. Inc,0
Hyosung ITX Co Ltd,0
ICF International Inc,1
IMS SA,0
"Information Services Group, Inc.",0
Inly Media Co Ltd,0
Institut Igh dd,0
Integer.pl SA,0
InterCloud Systems Inc,0
Interpublic Group of Companies Inc,0
Intertrust NV,0
IR Japan Holdings Ltd,0
Itera ASA,0
Jaywing PLC,0
JGC Corp,0
Jiangsu Uni-Benefit IntL Logistics CoLtd,0
Jsti Group,0
KTCS Corp,0
"KYODO PUBLIC RELATIONS CO.,LTD.",0
"KYOWA ENGINEERING CONSULTANTS CO., LTD.",0
L&T Technology Services Ltd,0
"LD Holdings, Inc.",0
Lightbridge Corp,0
"Lionbridge Technologies, Inc.",0
M&C Saatchi Plc,0
Madvertise SA,0
MAGNIFICO SA,0
MaKheiA Group SA,0
Management Consulting Group PLC,0
Maruwa Unyu Kikan Co Ltd,0
Mastercard Inc,0
MCT Danismanlik AS,0
MDC Partners Inc,1
MEDIACAP SA,0
Medicine Man Technologies Inc,0
Mirae ING Co Ltd,0
MITCON Consultancy & Engineering Svs Ltd,0
Morneau Shepell Inc,0
Multiconsult ASA,0
MVV Holding AB (publ),0
NAHL Group PLC,0
"Navigant Consulting, Inc.",0
Nevada Canyon Gold Corp,0
Norcon Plc.,0
Nukkleus Inc,0
NV5 Global Inc,1
Omnicom Group Inc.,0
"OmniComm Systems, Inc.",0
One to One Contacts PCL,1
Oricom Inc,1
Petrovietnam Power Engineering Con JSC,0
"PFSweb, Inc.",0
Pharma Bio Serv Inc,0
Phil Company Inc,0
Pico Far East Holdings Limited,0
plenum AG,0
Power Engineering Consulting JSC 1,0
Power Engineering Consulting JSC 2,0
Power Engineering Consulting JSC 3,0
Poyry PLC,0
Press Ganey Holdings Inc,0
Pressman Advertising Ltd,0
Prestige International Inc.,1
Primeserv Group Limited,0
Prochem SA,0
Publicis Groupe SA (ADR),0
Relia Inc,0
"Resources Connection, Inc.",1
Safco Investment Holding Corp,0
Serma Technologies SA,0
Shanghai Yanhua Smartech Group Co Ltd,0
Sigmaxyz Inc,0
SilverSun Technologies Inc,0
Socialwire Co Ltd,0
Sondotecnica Engenharia De Solos SA,0
Song Da Consulting JSC,0
Soprano Oyj,0
SPAR Group Inc,0
Spearhead Integrated Marketing Commtn Gp,0
Stantec Inc.,0
Sunnyhanmy Financial Inf Tech Svc Shg Co,0
"TANABE MANAGEMENT CONSULTING CO., LTD.",0
"TANSEISHA CO., LTD.",0
Tefen Industrial Eng. Mgt.&Sys. Analysis,0
"The Hackett Group, Inc.",0
Three Sixty Five PCL,0
Tianjin Tenio Archtr and Eng Co Ltd,0
Top Resource Conservation Engineering,0
Towers Watson & Co,0
Transcosmos Inc,0
Trenders Inc,0
Tri Viet Management Investment Corp,0
TriNet Group Inc,0
TSS Inc,0
TurnKey Capital Inc,0
UBM Plc,0
United Advertising Co Ltd,0
United Inc,0
United Integrated Services Co Ltd,0
Value Exchange International Inc,0
"ValueCommerce Co., Ltd.",0
Vector Inc,0
Veda Group Ltd,0
Visibilia Editore SpA,0
Volvere PLC,0
VSE Corporation,0
Weborama SA,0
Wendy Public Relation Corp,0
"Willdan Group, Inc.",0
Wise Group AB,0
Workforce Holdings Limited,0
WSP Global Inc,0
Xiamen Jiayin Online Co Ltd,0
XLMedia PLC,0
Yamada Consulting Group Co Ltd,0
Yatai Duhui Beijing Urban P & B GDRI,0
Zalaris ASA,0
Zhi Cheng Holdings Ltd,0
